StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,PID,CompCheck,CharSel,NoteCardChoice_LL,NoteCardChoice_HL,NamedPrice,HowHelpful_4,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Checker,Feedback,pay,time,PROLIFIC_PID,STUDY_ID,SESSION_ID,loss,cost,coins1,notes,coins2,coins3
4/18/23 8:36,4/18/23 8:39,IP Address,*******,100,166,TRUE,4/18/23 8:39,R_rlF9KWOSJr0A1rP,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6130c9c7f70b6f67907d58d5,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,3,12,8,6,5,0,Huntress,No,$1.00 ,5 minutes,6130c9c7f70b6f67907d58d5,643e94504237931b59924834,643eaae21b3e58032ca49b59,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,85
4/18/23 8:34,4/18/23 8:39,IP Address,*******,100,251,TRUE,4/18/23 8:39,R_30cp0qL4KfNoi7Z,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6290d46c21b280fe8d88155f,95,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,5,1,9,8,7,2,1,Warrior,no,$1.00 ,5 minutes,6290d46c21b280fe8d88155f,643e94504237931b59924833,643eaa7a7c0c8035eba349ec,low,20,90,"""Mushrooms are stronger than flowers.""",85,95
4/18/23 8:34,4/18/23 8:39,IP Address,*******,100,278,TRUE,4/18/23 8:39,R_2Rb5xEYM0UU8wze,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63e51e7aecab96d2000c7278,95,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,3,9,8,7,2,1,Warrior,no,$1.00 ,5 minutes,63e51e7aecab96d2000c7278,643e94504237931b59924833,643eaa76cada2e66e293bdd8,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,90
4/18/23 8:35,4/18/23 8:39,IP Address,*******,100,239,TRUE,4/18/23 8:39,R_1N9cHe5KXkQPFwS,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63e554584802f2adcb65e837,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,9,2,12,10,8,5,2,Siren,I was surprised I could not remember the prices. ,$1.00 ,5 minutes,63e554584802f2adcb65e837,643e94504237931b59924833,643eaa9924f56882a9da0331,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",81,81
4/18/23 8:36,4/18/23 8:39,IP Address,*******,100,174,TRUE,4/18/23 8:39,R_C9nxUcP6Lp0I0y5,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d1559f7f3507766170ec2e,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,1,3,9,7,5,3,1,Wizard,No - not clear what we were studying - memory retention,$1.00 ,5 minutes,63d1559f7f3507766170ec2e,643e94504237931b59924833,643eaae6abf3ecca2e786f8f,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",89,89
4/18/23 8:37,4/18/23 8:39,IP Address,*******,100,102,TRUE,4/18/23 8:39,R_1K9ASSovt7cHWhz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,633628106c44d5d8d54813f5,95,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,6,2,9,8,7,3,1,Warrior,no,$1.00 ,5 minutes,633628106c44d5d8d54813f5,643e94504237931b59924833,643eab32e8f75397b7e0cc99,low,12,90,"""Mushrooms are stronger than flowers.""",84,84
4/18/23 8:33,4/18/23 8:39,IP Address,*******,100,339,TRUE,4/18/23 8:39,R_1j8nYon99Vyo0au,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f6f88cdb1ca47522ca4eef3,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,3,12,10,6,4,2,Huntress,,$1.00 ,5 minutes,5f6f88cdb1ca47522ca4eef3,643e94504237931b59924834,643eaa3007916574e9c0d1f6,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,83
4/18/23 8:35,4/18/23 8:39,IP Address,*******,100,275,TRUE,4/18/23 8:39,R_1q9U95SpUYO8Xew,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60e364349645120ba12a3d70,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,2,9,8,7,2,1,Wizard,,$1.00 ,5 minutes,60e364349645120ba12a3d70,643e94504237931b59924833,643eaa9be9be7fa2c20e19f5,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,90
4/18/23 8:34,4/18/23 8:39,IP Address,*******,100,309,TRUE,4/18/23 8:39,R_1eJ2rzQJ8pCIWU4,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b15d20c444cef0001cb1153,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,15,2,9,8,7,2,1,Huntress,no,$1.00 ,5 minutes,5b15d20c444cef0001cb1153,643e94504237931b59924833,643eaa7761b4f1ca55ef519d,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",65,75
4/18/23 8:36,4/18/23 8:39,IP Address,*******,100,221,TRUE,4/18/23 8:39,R_3G7mGiZ7vVeSGUi,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6279c1daff96f85ae66373e0,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",10,3,10,8,7,6,3,Huntress,There was nothing confusing or frustrating for me.,$1.00 ,5 minutes,6279c1daff96f85ae66373e0,643e94504237931b59924834,643eaad22fd717aafbc17f06,high,20,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:36,4/18/23 8:39,IP Address,*******,100,179,TRUE,4/18/23 8:39,R_1NkyyC1NZWhQ5rt,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b6e9435885b0b0001bb034b,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,6,2,9,8,6,2,1,Wizard,,$1.00 ,5 minutes,5b6e9435885b0b0001bb034b,643e94504237931b59924833,643eaafc07466c494010e705,low,20,90,"""Mushrooms are stronger than flowers.""",84,84
4/18/23 8:36,4/18/23 8:40,IP Address,*******,100,206,TRUE,4/18/23 8:40,R_114o9rMiYtTWOxL,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6361498e831b3d9b3319fd7a,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,-1,10,8,5,3,0,Huntress,no,$1.00 ,5 minutes,6361498e831b3d9b3319fd7a,643e94504237931b59924834,643eaaf1277376af42ca4196,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:37,4/18/23 8:40,IP Address,*******,100,148,TRUE,4/18/23 8:40,R_1QLWGX9yFmFs2in,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fc6df58f380620a09116434,95,Warrior,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,1,10,6,4,3,0,Warrior,No,$1.00 ,5 minutes,5fc6df58f380620a09116434,643e94504237931b59924834,643eab337a5568ef0aab1b54,high,20,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:35,4/18/23 8:40,IP Address,*******,100,282,TRUE,4/18/23 8:40,R_1dml98nhfbxspc5,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5766d2f7fdff7a0001c1285b,95,Siren,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,2,10,8,6,4,2,Siren,no,$1.00 ,5 minutes,5766d2f7fdff7a0001c1285b,643e94504237931b59924834,643eaab556580ed8995ec9d4,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",70,70
4/18/23 8:28,4/18/23 8:40,IP Address,*******,100,705,TRUE,4/18/23 8:40,R_3t7vNffXw1fdFkt,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,622a066173bc257c44fa255b,95,Wizard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,3,12,8,4,3,0,Wizard,No,$1.00 ,5 minutes,622a066173bc257c44fa255b,643e94504237931b59924833,643ea90d89db87e5c42a2834,high,10,90,"""Mushrooms are stronger than flowers.""",82,92
4/18/23 8:38,4/18/23 8:41,IP Address,*******,100,131,TRUE,4/18/23 8:41,R_pfUgd9m3dj7NfB7,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e84f59e965b290c42fad433,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,3,10,8,4,2,0,Wizard,,$1.00 ,5 minutes,5e84f59e965b290c42fad433,643e94504237931b59924833,643eab6dea5db925c110e6f1,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",72,72
4/18/23 8:38,4/18/23 8:41,IP Address,*******,100,154,TRUE,4/18/23 8:41,R_1eEujWjjxOjK8qf,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c4685e43526c80001fd2899,95,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,2,10,8,6,4,8,Warrior,nothing was,$1.00 ,5 minutes,5c4685e43526c80001fd2899,643e94504237931b59924833,643eab6775252c307d4cf8a1,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",78,78
4/18/23 8:37,4/18/23 8:41,IP Address,*******,100,245,TRUE,4/18/23 8:41,R_1IRe15D1q7AhH3a,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63ff478aec95d54674669329,95,Wizard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",10,1,12,10,8,3,0,Wizard,no,$1.00 ,5 minutes,63ff478aec95d54674669329,643e94504237931b59924833,643eab0f580c91a63f47ef5f,high,10,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:34,4/18/23 8:41,IP Address,*******,100,383,TRUE,4/18/23 8:41,R_UMaYVs069CDyn17,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e4b1627e778a8030266480c,5,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,-3,12,8,4,3,0,Wizard,no,$1.00 ,5 minutes,5e4b1627e778a8030266480c,643e94504237931b59924833,643eaa8084ec843f43eea940,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,92
4/18/23 8:38,4/18/23 8:41,IP Address,*******,100,197,TRUE,4/18/23 8:41,R_21BrSr4yISAGn3H,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5484739ffdf99b0379939c95,95,Siren,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",7,2,12,8,6,4,0,Siren,no,$1.00 ,5 minutes,5484739ffdf99b0379939c95,643e94504237931b59924834,643eab5f45f1c96259d89e16,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,83
4/18/23 8:38,4/18/23 8:41,IP Address,*******,100,204,TRUE,4/18/23 8:41,R_3IaQxb5gexw1y2l,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6129d940b66000436442b65d,95,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",2,2,12,10,8,4,6,Bard,,$1.00 ,5 minutes,6129d940b66000436442b65d,643e94504237931b59924833,643eab547d893fa6e6c17ebf,high,12,90,"""Mushrooms are stronger than flowers.""",88,88
4/18/23 8:36,4/18/23 8:42,IP Address,*******,100,376,TRUE,4/18/23 8:42,R_1FQhQJKJkjINC2d,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,59ed2107ae9f950001d848f6,10,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,2,9,8,6,2,1,Huntress,No,$1.00 ,5 minutes,59ed2107ae9f950001d848f6,643e94504237931b59924834,643eaac529515f9b8e31dee1,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:38,4/18/23 8:42,IP Address,*******,100,253,TRUE,4/18/23 8:42,R_5h91vw5bzwtPvPP,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,606ce0f75b8d0912f0c4f866,95,Siren,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,20,-1,9,8,7,4,1,Siren,No,$1.00 ,5 minutes,606ce0f75b8d0912f0c4f866,643e94504237931b59924834,643eab59a4b6c42184e0cc62,low,20,90,"""Mushrooms are stronger than flowers.""",70,70
4/18/23 8:36,4/18/23 8:42,IP Address,*******,100,375,TRUE,4/18/23 8:42,R_w5Jsax24p1wM6QN,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5a67725b63394a000155abbb,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,5,2,8,7,6,2,1,Wizard,,$1.00 ,5 minutes,5a67725b63394a000155abbb,643e94504237931b59924834,643eaadd56580ed8995ec9d8,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,85
4/18/23 8:39,4/18/23 8:43,IP Address,*******,100,230,TRUE,4/18/23 8:43,R_86UE02bNY5dk3mh,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f9bad3d65e5133ce9929b2b,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,9,3,12,10,8,6,1,Wizard,No,$1.00 ,5 minutes,5f9bad3d65e5133ce9929b2b,643e94504237931b59924833,643eab9d1ead7f5c55f0968f,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",79,79
4/18/23 8:39,4/18/23 8:43,IP Address,*******,100,216,TRUE,4/18/23 8:43,R_3PuwR4tlv1NBkns,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63092403fcc6e9f47ffa04dc,95,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,9,0,9,8,7,4,3,Huntress,,$1.00 ,5 minutes,63092403fcc6e9f47ffa04dc,643e94504237931b59924834,643eabad7eb58e769bedf810,low,20,90,"""Mushrooms are stronger than flowers.""",81,81
4/18/23 8:39,4/18/23 8:43,IP Address,*******,100,214,TRUE,4/18/23 8:43,R_1mUy1TUBQYhxDev,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63f7823635eaa68f32130a14,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,1,12,8,6,4,2,Warrior,,$1.00 ,5 minutes,63f7823635eaa68f32130a14,643e94504237931b59924833,643eab3dd7a64db3b73163d1,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",78,78
4/18/23 8:40,4/18/23 8:43,IP Address,*******,100,202,TRUE,4/18/23 8:43,R_3MukTzraFq8Hepb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fed192ae37691d25db0d6d,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,1,12,8,4,3,0,Huntress,none,$1.00 ,5 minutes,60fed192ae37691d25db0d6d,643e94504237931b59924834,643eabc29b8226aecc944dec,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,92
4/18/23 8:40,4/18/23 8:43,IP Address,*******,100,160,TRUE,4/18/23 8:43,R_1OPpA6OgGUxYxK9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f8461c7c4a37809c686303d,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,5,2,10,8,7,5,2,Siren,no,$1.00 ,5 minutes,5f8461c7c4a37809c686303d,643e94504237931b59924834,643eabf4cb8e672a16671fcb,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",75,75
4/18/23 8:39,4/18/23 8:43,IP Address,*******,100,231,TRUE,4/18/23 8:43,R_3HSlfZXpaVaTet0,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,57d70b2247180e0001f100e3,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",5,0,18,13,10,8,6,Huntress,"No issues, Thank you",$1.00 ,5 minutes,57d70b2247180e0001f100e3,643e94504237931b59924833,643eabb4f69d50923d93bd9c,high,20,90,"""Mushrooms are stronger than flowers.""",85,85
4/18/23 8:39,4/18/23 8:43,IP Address,*******,100,269,TRUE,4/18/23 8:43,R_274mMeTIvoLbFv4,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ce7b20479642d00197682ea,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,7,1,9,8,7,2,1,Wizard,"No, everything made sense.",$1.00 ,5 minutes,5ce7b20479642d00197682ea,643e94504237931b59924834,643eab793c70ae35fc98ed75,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,93
4/18/23 8:39,4/18/23 8:43,IP Address,*******,100,248,TRUE,4/18/23 8:43,R_3R4REf2ZSeTbpQl,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60e9c78a617cbabf4732fee6,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",3,0,12,8,4,3,0,Huntress,No.,$1.00 ,5 minutes,60e9c78a617cbabf4732fee6,643e94504237931b59924833,643eab979e8f9f75cae0cc3d,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,95
4/18/23 8:41,4/18/23 8:44,IP Address,*******,100,192,TRUE,4/18/23 8:44,R_23Wf6GhwFseVQw9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62cb73480cc592c8db6fbbab,95,Warrior,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",2,-3,12,8,4,2,1,Warrior,no,$1.00 ,5 minutes,62cb73480cc592c8db6fbbab,643e94504237931b59924833,643eabfbebf4dc793818239e,high,20,90,"""Mushrooms are stronger than flowers.""",88,88
4/18/23 8:41,4/18/23 8:44,IP Address,*******,100,191,TRUE,4/18/23 8:44,R_2V7n9FcLzFnyQwn,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b76ce43bfc4cb0001f2c4c3,5,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,1,25,15,10,5,2,Huntress,no,$1.00 ,5 minutes,5b76ce43bfc4cb0001f2c4c3,643e94504237931b59924834,643eac08fc9a31ad9b672049,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:42,4/18/23 8:44,IP Address,*******,100,121,TRUE,4/18/23 8:44,R_yIo3R72NGAqxRHH,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fdd0bba532df1a71c72c5e,95,Siren,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,9,-1,10,8,7,2,1,Siren,,$1.00 ,5 minutes,60fdd0bba532df1a71c72c5e,643e94504237931b59924834,643eac57735523124a5ec95e,low,20,90,"""Mushrooms are stronger than flowers.""",81,81
4/18/23 8:41,4/18/23 8:45,IP Address,*******,100,187,TRUE,4/18/23 8:45,R_2eOJyjqFQQnWBE1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b8c12882cb1e4000133137e,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,1,8,7,6,2,1,Siren,,$1.00 ,5 minutes,5b8c12882cb1e4000133137e,643e94504237931b59924834,643eac30c43902bfa74d0095,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:40,4/18/23 8:45,IP Address,*******,100,293,TRUE,4/18/23 8:45,R_0dBBW29IaKKsni9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,55bcd160fdf99b1c4e4ae632,95,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,5,1,9,8,6,4,2,Warrior,Nothing at all.,$1.00 ,5 minutes,55bcd160fdf99b1c4e4ae632,643e94504237931b59924834,643eabc69e25071ac19dddb4,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,85
4/18/23 8:41,4/18/23 8:45,IP Address,*******,100,230,TRUE,4/18/23 8:45,R_2Cf647VRvEzGRVX,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fd91cfa6a1d7e32624d58b,10,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",7,2,12,8,5,3,0,Huntress,,$1.00 ,5 minutes,60fd91cfa6a1d7e32624d58b,643e94504237931b59924834,643eac0bc06aa7cb4f4b4f22,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",81,81
4/18/23 8:39,4/18/23 8:45,IP Address,*******,100,345,TRUE,4/18/23 8:45,R_1QgdVnNDfgW9cLd,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5a8b61fcf1408d000176b02f,90,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,8,0,0,8,7,2,1,Huntress,no,$1.00 ,5 minutes,5a8b61fcf1408d000176b02f,643e94504237931b59924834,643eaba17ed88e5c8fe7306f,low,20,90,"""Mushrooms are stronger than flowers.""",82,82
4/18/23 8:41,4/18/23 8:45,IP Address,*******,100,261,TRUE,4/18/23 8:45,R_2WCk6OBs6ozGSP8,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62c97585c81636f2f16fbbb0,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,5,3,9,8,7,2,1,Wizard,,$1.00 ,5 minutes,62c97585c81636f2f16fbbb0,643e94504237931b59924833,643eabffc51d268c98da0336,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,95
4/18/23 8:41,4/18/23 8:45,IP Address,*******,100,253,TRUE,4/18/23 8:45,R_1MKx7qRBPVeYo8X,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,601636f7e8edb47a4e205797,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,2,12,8,5,3,0,Warrior,No,$1.00 ,5 minutes,601636f7e8edb47a4e205797,643e94504237931b59924833,643eac1991c19d9176012825,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",78,78
4/18/23 8:27,4/18/23 8:45,IP Address,*******,100,1086,TRUE,4/18/23 8:45,R_BEvOEqGFSZb3D3P,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,629aaa38fdfc8168501b930e,96,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,11,0,9,8,7,3,2,Wizard,No,$1.00 ,5 minutes,629aaa38fdfc8168501b930e,643e94504237931b59924833,643ea8e690a7cc281e211a3a,low,20,90,"""Mushrooms are stronger than flowers.""",79,79
4/18/23 8:42,4/18/23 8:46,IP Address,*******,100,216,TRUE,4/18/23 8:46,R_245T96j3cIhQjH9,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,610947778086055d9c5a95df,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,0,10,8,5,3,3,Wizard,,$1.00 ,5 minutes,610947778086055d9c5a95df,643e94504237931b59924834,643eac5f31e6aa3f62d89dc0,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,83
4/18/23 8:39,4/18/23 8:47,IP Address,*******,100,452,TRUE,4/18/23 8:47,R_10C42DDBDcz4rNS,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,614d465852620924f85603c8,95,Siren,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,0,12,10,5,3,1,Siren,no,$1.00 ,5 minutes,614d465852620924f85603c8,643e94504237931b59924834,643eabb1b8ee8591b83e7115,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,83
